Stazione,Cod_staz,COMUNE,INDIRIZZO,PROVINCIA,Altezza,Id_Param,PARAMETRO,UM,Coord_X,Coord_Y,SR,LON_GEO,LAT_GEO,SR_GEO,LAST_OBS
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,9,NOX (Ossidi di azoto),ug/m3,631747.56649999972,4949646.7837000005,25832,10.662600361181374,44.688092001886027,4326,"2019-01-01 00:00:00 CET"
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,38,NO (Monossido di azoto),ug/m3,631747.56649999972,4949646.7837000005,25832,10.662600361181374,44.688092001886027,4326,"2019-01-01 00:00:00 CET"
S. LAZZARO,3000007,REGGIO NELL'EMILIA,VIA AMENDOLA 2,RE,55,111,PM2.5,ug/m3,631747.56649999972,4949646.7837000005,25832,10.662600361181374,44.688092001886027,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,5,PM10,ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,8,NO2 (Biossido di azoto),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,9,NOX (Ossidi di azoto),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,10,CO (Monossido di carbonio),mg/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,20,C6H6 (Benzene),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,21,C6H5-CH3 (Toluene),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
TIMAVO,3000025,REGGIO NELL'EMILIA,VIALE TIMAVO,RE,59,38,NO (Monossido di azoto),ug/m3,628488.5800999999,4950748.8287000004,25832,10.621766750217366,44.698600313316852,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,5,PM10,ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,7,O3 (Ozono),ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,8,NO2 (Biossido di azoto),ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,9,NOX (Ossidi di azoto),ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FEBBIO,3000018,VILLA MINOZZO,VIA PROVINCIALE,RE,1.121,38,NO (Monossido di azoto),ug/m3,614074.43840000033,4906159.9517000001,25832,10.430049171853797,44.299743699856705,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,5,PM10,ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,8,NO2 (Biossido di azoto),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,9,NOX (Ossidi di azoto),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,20,C6H6 (Benzene),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,21,C6H5-CH3 (Toluene),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
FLAMINIA,10000001,RIMINI,VIA FLAMINIA 79,RN,5,38,NO (Monossido di azoto),ug/m3,786361.52579999994,4883768.6389000006,25832,12.574738159887808,44.051143568911172,4326,"2019-01-01 00:00:00 CET"
MARECCHIA,10000002,RIMINI,PARCO XXV APRILE,RN,5,5,PM10,ug/m3,784444.58110000007,4885043.6367000006,25832,12.551539643389923,44.063346558109068,4326,"2019-01-01 00:00:00 CET"
MARECCHIA,10000002,RIMINI,PARCO XXV APRILE,RN,5,111,PM2.5,ug/m3,784444.58110000007,4885043.6367000006,25832,12.551539643389923,44.063346558109068,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,7,O3 (Ozono),ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,8,NO2 (Biossido di azoto),ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,9,NOX (Ossidi di azoto),ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,38,NO (Monossido di azoto),ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN CLEMENTE,10000060,SAN CLEMENTE,VIA MORETTI,RN,179,111,PM2.5,ug/m3,791083.38100000005,4870589.6888999995,25832,12.626339131514655,43.930866886665214,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,5,PM10,ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,7,O3 (Ozono),ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,8,NO2 (Biossido di azoto),ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,9,NOX (Ossidi di azoto),ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
SAN LEO,10000074,SAN LEO,C/O CIMITERO,RN,540,38,NO (Monossido di azoto),ug/m3,773049.84559999965,4867082.7818999998,25832,12.400282672449055,43.906253079872272,4326,"2019-01-01 00:00:00 CET"
VERUCCHIO,10000059,VERUCCHIO,PARCO DEL MARECCHIA,RN,78,5,PM10,ug/m3,774142.75389999989,4878995.6688999999,25832,12.420012045978821,44.012915070947059,4326,"2019-01-01 00:00:00 CET"
VERUCCHIO,10000059,VERUCCHIO,PARCO DEL MARECCHIA,RN,78,9,NOX (Ossidi di azoto),ug/m3,774142.75389999989,4878995.6688999999,25832,12.420012045978821,44.012915070947059,4326"2019-01-01 00:00:00 CET"
